	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45
36	84.144	76.799	94.251	62.382	85.430	105.469	100.966	26.959	47.458	38.731	20.434	39.429	74.076	32.295	25.240	98.541	141.706	22.924	106.418	78.528	92.613	102.621	82.786	86.962	152.006	99.740	53.054	100.186	86.512	61.595	317.479	99.423	51.642	0.9121	31.589	0.0000	102.907	209.058	28.861	43.606	127.032	33.311	27.755	43.775	32.819
37	10.712	0.5056	20.050	14.207	32.429	32.642	17.755	33.834	22.277	32.894	47.487	32.808	24.002	51.931	166.018	28.822	17.272	47.756	97.284	21.446	66.550	73.874	40.138	11.139	232.517	0.6782	34.892	135.156	24.201	48.959	379.839	126.821	25.386	68.181	39.063	102.907	0.0000	45.659	38.265	15.138	100.999	38.840	178.463	45.209	58.495
38	64.018	69.512	47.978	61.875	50.832	96.444	22.713	90.502	78.084	73.541	116.082	101.137	92.625	119.121	265.698	57.911	0.8387	122.051	159.946	40.591	114.184	139.518	69.442	32.711	293.568	47.707	106.771	267.252	130.437	119.861	265.275	159.350	65.763	155.616	127.588	209.058	45.659	0.0000	115.930	71.702	200.075	152.108	292.833	111.617	143.685
39	23.523	20.069	48.585	34.927	57.813	58.791	51.276	14.970	0.5467	25.759	0.6952	0.1029	44.861	42.267	91.220	62.559	65.554	29.216	110.238	21.279	28.905	36.095	44.934	40.546	115.402	46.735	43.016	130.177	51.249	0.9260	335.928	117.897	33.646	10.206	0.3503	28.861	38.265	115.930	0.0000	11.853	125.851	11.877	88.768	37.679	18.046
40	18.938	11.598	14.857	0.6875	28.907	48.408	17.673	0.4268	0.4615	0.7437	0.9812	11.974	15.214	24.151	86.824	35.843	31.941	13.437	91.582	13.695	55.446	68.078	19.532	10.152	184.661	21.401	25.870	120.794	30.973	32.461	311.245	101.055	11.073	20.735	18.044	43.606	15.138	71.702	11.853	0.0000	107.851	20.545	93.701	14.878	34.246
41	83.172	89.567	160.895	87.329	65.520	31.103	130.679	113.028	139.951	104.047	145.756	127.668	133.604	57.087	183.175	45.578	156.582	101.603	12.491	143.359	158.584	149.374	204.415	118.774	286.537	62.941	29.959	11.671	82.507	148.222	433.081	53.547	72.416	147.497	96.378	127.032	100.999	200.075	125.851	107.851	0.0000	90.102	230.843	145.511	67.841
42	28.439	19.318	62.178	37.000	69.467	48.250	72.367	27.415	21.983	40.761	23.450	15.893	39.317	40.256	95.845	65.622	90.897	30.439	96.762	49.892	57.456	55.497	67.897	54.896	164.316	45.394	32.784	86.921	23.116	27.282	434.617	126.638	41.755	22.464	0.7412	33.311	38.840	152.108	11.877	20.545	90.102	0.0000	94.719	41.951	21.631
43	179.721	157.602	126.935	109.787	158.615	218.248	156.666	63.935	102.497	79.368	55.210	106.941	99.684	77.129	0.7365	187.907	214.476	46.977	203.739	150.620	201.675	222.688	100.271	140.536	275.387	185.420	123.532	181.438	142.529	148.403	361.706	182.789	107.179	39.165	105.449	27.755	178.463	292.833	88.768	93.701	230.843	94.719	0.0000	54.571	118.719
44	65.615	46.862	16.574	15.553	55.531	101.138	35.685	10.166	26.837	14.789	17.645	43.730	0.8524	29.428	51.640	72.275	63.589	0.6789	128.565	48.838	120.864	140.087	14.184	25.955	268.587	56.269	47.706	141.974	41.795	80.374	332.155	132.320	26.276	25.101	51.762	43.775	45.209	111.617	37.679	14.878	145.511	41.951	54.571	0.0000	74.845
45	26.478	33.451	92.499	51.174	47.866	31.321	75.307	34.610	34.869	39.939	34.501	18.929	84.033	33.715	104.067	44.115	94.129	45.285	54.050	43.651	30.889	31.317	100.317	65.205	94.687	46.523	25.626	72.195	68.365	23.292	317.170	63.915	35.686	33.166	0.7931	32.819	58.495	143.685	18.046	34.246	67.841	21.631	118.719	74.845	0.0000
